,Tweet Text,Informativeness
1217,@viva_leblonde you can't count on Cindy to wake you up she like sleeps until 2  #lazypplprobz,off-topic
1218,@THATGIRLME i miss my hooka in cali,off-topic
1219,@AlleyG_ I have no idea I'm not home. I'm at west orange no power up here. How about you?,on-topic
1220,I'm gonna be higher than a motherfuckerrr,off-topic
1221,Wind is still here but not as bad as yesterday. Did not lose power.,off-topic
1222,@WorldOfCheyy_ yea but they could always  turn on the lights  *future voice* lmao,off-topic
1223,"When I Want it That Way comes on at the party, do you leave? Or sing!? #staying #singing #Chris #Tyler",off-topic
1224,fuck this poor stamina of mine.,off-topic
1225,@WomensHumor: Going to Target is like a night of drinking. I usually black out and wake up $300 poorer. @theresacurcio,off-topic
1226,I really wish things didn't have to change so much over the past few months,off-topic
1227,@ayfostaa Yeah i know but Imma text you .,off-topic
1228,"@skipslut: Tweet me pics of the janoskians , 1D , or Justin !!",off-topic
1229,A HUG TREE JUST CRUSHED MY NEIGHBORS HOUSE WHILE I WAS SITTIN IN THE CAR TEN FEET AWAY!!!!!!!,on-topic
1230,I WILL EAT HER PANCREAS,off-topic
1231,The first dancing robot of #daftpunkhalloween  @ Windmill Studio http://t.co/T4D1D4pm,off-topic
1232,Hurricane Bagels (@ Bagel Express III w/ 4 others) http://t.co/VRLh8sY3,off-topic
1233,As long as the power stays on I'm golden! Watch out Koopa... #superMario #original #hurrican @ Bluehouse NYC http://t.co/0dphLqFo,on-topic
1234,@RobbieGVT a lot of bobby glitter,off-topic
1235,when is this storm suppose to be over? I'm pissed that my power is out .. this is annoying !,on-topic
1236,The water gettin higher .. We might be stuck heree grr !!!  @ Meadowlands Hospital Medical Center http://t.co/3gjjgnC8,on-topic
1237,"I'm at Victor's Caf (NYC, NY) http://t.co/ITPJ75XK",off-topic
1238,@vinnysticks32 more  then welcome to come to the criby,off-topic
1239,EVERY BODY CHECK OUT THE NEW RUZH BOY WEBSITE http://t.co/0kwzKHvK,off-topic
1240,I love doing absolutely nothing,off-topic
1241,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2939 others http://t.co/3FzSHbqc",on-topic
1242,Watching the Chernobyl Diaries with the bromo and sissy waiting for this biotch #Sandy to hit harder.,on-topic
1243,That was a much needed butterfinger,off-topic
1244,F@ck a hurrrrrcane.  Bout to get trill with @actnbstrrrd for his cake day. (@ Good Company w/ @katiedegraff) http://t.co/frCW2466,on-topic
1245,@_MechanicalBoy lmfao how u kno were I'm at,off-topic
1246,"If the water looks crooked, it's actually your bldg that's off center. Bonus use red wine w/ legs to track movement (2/2) @pprfldr",off-topic
1247,Mad &amp;' Son is all you're going to here in New York .,off-topic
1248,"No matter how much time apart, we always pick up right where we left off. maviidee @aprilgolit @ The Park http://t.co/rEUbpGp0",off-topic
1249,"@kellicanofjello this ain't no amateur hour, of course I'm watching! #headlesspets #WalkingDead",off-topic
1250,@TheWritingIdeas no never done nano vex cited. Hopeful.,off-topic
1251,"Just getting in,mad tired...",off-topic
1252,"NYC could use a little of the impossible today. @INGNYCMarathon: Bid me run, and I will strive with things impossible. -Shakespeare",off-topic
1253,@JSHurricaneNews: #njsandy Dani Black shares this video of Route 35 north in Lavallette. http://t.co/WL5ORVxC I'm crying right now :-(,on-topic
1254,@MTAInsider what bridges are open please?,off-topic
1255,Hey @jeremymckinnon wish my good friend @sara_r3sistance a happy birthday? Please?,off-topic
1256,"I'm at Jefferson Ave, Tenafly NJ (Tenafly, NJ) http://t.co/RX5pEoVr",off-topic
1257,@nachobell damn I want to get to work :/,off-topic
1258,Every time I hear sirens I imagine its the end,off-topic
1259,I am over thinking when I should be sleeping :/,off-topic
1260,@iloveslutz22: Long branch seven eleven is like a war over the last twix bar,off-topic
1261,"Bitches Be Tripping Now A Days , lol",off-topic
1262,My teeth hurt just looking at it... But it sure looks and smells amazing! #wedding @ Cipriani 42nd Street http://t.co/pJup62rK,off-topic
1263,Ur begging to get disrespected right now,off-topic
1264,All the Spanish girls out in the city tonight,off-topic
1265,"Internet just went out, power still on",on-topic
1266,@emmabray1997 have the teachers gone to bed then?xxxxx,off-topic
1267,@GanggStaar this not a joke bra im serious,off-topic
1268,"While my friends are drinking with their parents, I'm here drinking chai and eating almonds #brownboyproblems #iwonnadrink",off-topic
1269,@thedeejster just told to expect 100 mph winds! Wtf,on-topic
1270,WL mock trial on Fox 12 at 10 pm pacific time!! #mocklife #Sandy,off-topic
1271,CARDBOARD CUT OUT OF MCKAYLA,off-topic
1272,@ScottyRothnie cider!!!  And oh yes,off-topic
1273,Next Time I See Minka I'm Gonna Kick Her Butt Lol.,off-topic
1274,I hope everyone stays safe even the people I don't like be safe,off-topic
1275,COFFEE. (@ The London Candy Co.) http://t.co/5a1AYru7,off-topic
1276,AT&amp;T clearly doesn't care about their customers Im getting no Alerts at all lol,off-topic
1277,Being delusional is one thing but telling people we fucked when in reality that would NEVER happen is a whole nother level of OD.,off-topic
1278,@michellee_perna literally almost every tree around my house has fallen down,off-topic
1279,Wow. Governor Cuomo says that anyone who doesn't see this as a change in weather patterns is denying reality.,on-topic
1280,@Leona_Morgan @chaddah they are all separate beers (since they are brewed in different spots and have different labels),off-topic
1281,Leaving the club and it's lift out #ravegirlproblems,off-topic
1282,My homegirl can't keep her ass in the house. Talking bout she is gonna walk to the beach and take some pics. Stuff white people do.,off-topic
1283,@_natttyyice nope but i dont have it monday and tuesday u only get off tmrw,off-topic
1284,When @RockiinRobin dad tells her to put on a turtle neck #haha,off-topic
1285,All men are born hard wired to betray. It's just a question of when #revenge,off-topic
1286,"Meanwhile in California, a woman wants a road-side memorial for fish killed in a car accident. http://t.co/CAjqWIVC",off-topic
1287,@N3llybabe @RitaOra ohhh okay .. where is the concert at?,off-topic
1288,Man &amp; nikon on fire http://t.co/09exJF2Y,off-topic
1289,The tress outside my house are at a 90 degree angle.,on-topic
1290,#GottaAceMySATexam : #OMG // I wish my brother managed to get this earlier http://t.co/6Xf1klhl hurry before its unavailable...,off-topic
1291,"More #Sandy destruction in #Brooklyn. My family and our things are fine, some of our  @ Ft. Greene, Brooklyn http://t.co/MI0M1nRo",on-topic
1292,#whensandystrikes #hurricane #flooding #pier #sandy #beach #raritanbay @ Port Monmouth Beach http://t.co/1nu7njzX,on-topic
1293,Trying to fit in everything before the power goes out tonight #alwaysprepared,on-topic
1294,@JenDelgadoCNN: watching you! Thanks!! Rough out here this morning! How long will this last?,off-topic
1295,Waiting for the tree across the street to break so I can tweet about it,off-topic
1296,Can't even listen to @AlexSensation because I have no electricity,on-topic
1297,MAKE ME SOME!!!  RT @Abbyyyyyy_: I'm about to bake some cookies.,off-topic
1298,@_sMURPHette the friend group is #notimpressed http://t.co/8MJ2AxI3,off-topic
1299,@MintoInc for our Spanish speaking friends  http://t.co/PyP6FBnw,off-topic
1300,This guy has no shirt,off-topic
1301,Good thing #IFAIExpo wasn't this week because of #sandy - see everyone in a week! @IFAIExpo @weldmaster @Sunbrella,on-topic
1302,East River beginning to overflow before any serious weather has arrive. http://t.co/bxBGqS4l,on-topic
1303,@simple_beauty14 @h0pelessdreamer hahaha thats how it iss,off-topic
1304,I can now say I've stood in the #Gowanus. The water is creeping up 2nd Street. http://t.co/IKoAxLXF,on-topic
1305,Just cam back to America swaggin out :p,off-topic
1306,@kettlebellking one can only hope,off-topic
1307,Why they got this white guy on the news speaking horrible Spanish ?,off-topic
1308,"I share my room with my bro but he always sleeps over at my parents room. It be scary sometimes I can hear someone snoring at times, crespy",off-topic
1309,Why's the line gotta be so longggg (@ Vito's Deli) http://t.co/Rrzb6UUM,off-topic
1310,Hurricane party kristenaterror lookin' ghostly! ! @ The Second Chance Saloon http://t.co/j0wlCc0N,on-topic
1311,"I'm at Seaport Diner (Keyport, NJ) http://t.co/zULA7ivV",off-topic
1312,Hell or high water Heathers is in business. I love this place. http://t.co/gkRvDKCo,off-topic
1313,@LeagueOfLegends when do the limited edition halloween skins come down from the store?,off-topic
1314,"Stocked up on bottled water, mini pretzels, kit kats and Lay's potato 'chips'. #sandy",on-topic
1315,Millions without power. ConEd says hundreds of thousands in NYC. We still have power. Thank goodness.,on-topic
1316,New @couscousnj shirt. Going to wear it to cous cous just to confuse  the shit out of customers there. http://t.co/5DhcHGfK,off-topic
1317,@FrankOceaan: A relationship where you're both weird &gt;,off-topic
1318,@d_mattt i am obsessed with you. #hilarious,off-topic
1319,@NineDaves: Jane's Carousel is looking a lot better this morning:  http://t.co/fLHO025J (via @Gothamist)yay,off-topic
1320,The crave Is about to collapse !!,off-topic
1321,I hate people who initiate the conversation but then dont respond... I guess you didnt actually wanna talk :P #whatever,off-topic
1322,"Let it be known. Look, @vs_KRiSS http://t.co/ZStsmmbt",off-topic
1323,I just walked outside and there is some crazy red flickering in the sky to the south. Anyone else seeing this. #njsandy #montclairsandy,off-topic
1324,@IsabellaBaumfre same and eating this is the life!!,off-topic
1325,@gedeon Thanks. Were safe and dry.,off-topic
1326,"The fact i have No light, No cable &amp; No wifi Makes the whole Sandy Situation Worse",on-topic
1327,@realDonaldTrump why would you defend either of them??,off-topic
1328,@travisjestes @just_mattera dude today is a great movie day.,off-topic
1329,Who's fit to go jet skiing ?,off-topic
1330,New Yorks neuer Sturm-Star: Brgermeister Bloombergs expressive Gehrlosen-Dolmetscherin Lydia Calas #Sandy http://t.co/xOA4upcT,off-topic
1331,sandy ain't about dat lyf,on-topic
1332,Just witnessed the craziest thing.,off-topic
1333,"Boat in the road, nantucket Court in Tuckerton http://t.co/jUJ685aA",off-topic
1334,Coming from the subway. #sandybaby http://t.co/8cRvWSDR,on-topic
1335,"Smoke til u cant think anymore i guess, what else is there to do #sandy",on-topic
1336,@Helllothere_  Yessss! We really do! @zaynmalik  you should follow us cause we wouldn't let anything stop us from hearing the song.,off-topic
1337,i have no words for that.,off-topic
1338,The Mall will not be opening tomorrow morning (Tues. 10/30). Check back with us during the day tomorrow for further updates. #sandy,on-topic
1339,Bored as fuck hmu people message me for my number,off-topic
1340,@carlyraejepsenn @_retweetdare_ I was he first one I love u Carly,off-topic
1341,IS ANYWHERE OPEN for a dutchh?! #replytweet,off-topic
1342,when kfc becomes a drug and it starts being pushed. o_o,off-topic
1343,Should have left!! I think im moving after this!!! Florida maybe!!!!,off-topic
1344,@liamkiniery you do know with out power your phone won't charge ? Lol,on-topic
1345,@MiX3dMaM1 damn you were over there ?,off-topic
1346,@MyNameBeErik dont rt this ! its not funny,off-topic
1347,I don't like this brunette . #666parkavenue,off-topic
1348,"BIG TD! LETS GO BABY!! HERE WE GO D, KNOCKOUT TIME!!!",off-topic
1349,Got my baby during this storm yay ! http://t.co/2pkxWMjU,off-topic
1350,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2108 others http://t.co/dOOlQ6Bq",on-topic
1351,@Jmodio oh my god.....are you living in Little Utah section of NYC?  Come over,off-topic
1352,why does @TheReal_AGallo go to sleep so early like hello im bored,off-topic
1353,"Its our world, its just us two.",off-topic
1354,@Jamrock_Prize: Mi peeps in the US without light.... At least a farrin unnu deh. By tmrw unnu get dat back. *hugs* a lie yah tel my girl,on-topic
1355,@KingJames: Best of luck to my lil bro/homie @JHarden13 in H-Town! He bout to go HAM in his role now.. THATS CRAZY.....OKC WTF,off-topic
1356,I need more interesting people to #follow ...,off-topic
1357,Sitting in the car with my sisters charging my phone,off-topic
1358,"I'm at Tam Mobile Falafel &amp; Smoothie Truck (New York, NY) http://t.co/Wab78Dqt",off-topic
1359,We would be outside right now playing handball @jhadirectz (:,off-topic
1360,Not my video though. Don't get too excited.,off-topic
1361,"Hookah with my fam , shit is crazyb getting fuckhed up xP",off-topic
1362,@viaBANGarang lol all the girls in the city got like short ass skirts and you can see their ass mad funny. Some hot bitches too,off-topic
1363,@sarahjoybrown I hope we are still here too!!  LOL,off-topic
1364,The gym is packed. #cmonson #businessasusual (@ Club Fitness) [pic]: http://t.co/LWDsxrxm,off-topic
1365,Pablo doesn't know what he's saying,off-topic
1366,#Top10FavouriteSongs yzl OMG #StudyingForTheSAT .. thank God I found this http://t.co/kdLmgABd,off-topic
1367,@justin_oakley: Going to the inlet with poppa oaks @DanielleOakleyx this is a joke right,off-topic
1368,"@FreddyFigs: Praying that all my family, friends &amp; people are safe on the East Coast. Everyone, please stay safe out there.Thanks babe!xo",on-topic
1369,"Sandy, you are seriously a B #Sandy #abcliving",on-topic
1370,@bree_cass @JaclynLoftus bitch ill give you all the tude i want,off-topic
1371,Mother Nature is about to have a Period. #Sandy,on-topic
